Municipio_numero;UF;Municipio;MUN_IBGE
2433;PA;Breu Branco;1501782
2434;PA;Breves;1501808
2435;PA;Bujaru;1501907
2436;PA;Cachoeira do Arari;1502004
2437;PA;Cachoeira do Piriá;1501956
2438;PA;Cametá;1502103
2439;PA;Canaã dos Carajás;1502152
2440;PA;Capanema;1502202
2441;PA;Capitão Poço;1502301
2442;PA;Castanhal;1502400
2443;PA;Castelo dos Sonhos;0
2444;PA;Chaves;1502509
2445;PA;Colares;1502608
2446;PA;Conceição do Araguaia;1502707
2447;PA;Concórdia do Pará;1502756
2448;PA;Cumaru do Norte;1502764
2449;PA;Curionópolis;1502772
2450;PA;Curralinho;1502806
2451;PA;Curuá;1502855
2452;PA;Curuça;1502905
2453;PA;Dom Elizeu;1502939
2454;PA;Eldorado dos Carajás;1502954
2455;PA;Faro;1503002
2456;PA;Floresta do Araguaia;1503044
2457;PA;Garrafão do Norte;1503077
2458;PA;Goianésia do Pará;1503093
2459;PA;Gurupá;1503101
2460;PA;Icoaracy;0
2461;PA;Igarapé Açu;1503200
2462;PA;Igarapé Miri;1503309
2463;PA;Inhangapi;1503408
2464;PA;Ipixuna do Pará;1503457
2465;PA;Irituia;1503507
2466;PA;Itaituba;1503606
2467;PA;Itupiranga;1503705
2468;PA;Jacareacanga;1503754
2469;PA;Jacundá;1503804
2470;PA;Juruti;1503903
2471;PA;Limoeiro do Ajuru;1504000
2472;PA;Mãe do Rio;1504059
2473;PA;Magalhães Barata;1504109
2474;PA;Marabá;1504208
2475;PA;Maracanã;1504307
2476;PA;Marapanim;1504406
2477;PA;Marituba;1504422
2478;PA;Medicilandia;1504455
2479;PA;Melgaço;1504505
2480;PA;Mocajuba;1504604
2481;PA;Moju;1504703
2482;PA;Monte Alegre;1504802
2483;PA;Mosqueiro;0
2484;PA;Muaná;1504901
2485;PA;Nova Esperança do Piriá;1504950
2486;PA;Nova Ipixuna;1504976
2487;PA;Nova Timboteua;1505007
2488;PA;Novo Progresso;1505031
2489;PA;Novo Repartimento;1505064
2490;PA;Óbidos;1505106
2491;PA;Oeiras do Pará;1505205
2492;PA;Oriximiná;1505304
2493;PA;Ourém;1505403
2494;PA;Ourilandia do Norte;1505437
2495;PA;Pacajás;1505486
2496;PA;Palestina do Pará;1505494
2497;PA;Paragominas;1505502
2498;PA;Parauapebas;1505536
2499;PA;Pau Darco;1505551
2500;PA;Peixe Boi;1505601
2501;PA;Piçarra;1505635
2502;PA;Placas;1505650
2503;PA;Ponta de Pedras;1505700
2504;PA;Portel;1505809
2505;PA;Porto de Moz;1505908
2506;PA;Prainha;1506005
2507;PA;Primavera;1506104
2508;PA;Quatipuru;1506112
2509;PA;Redenção;1506138
2510;PA;Rio Maria;1506161
2511;PA;Rondon do Pará;1506187
2512;PA;Rurópolis;1506195
2513;PA;Salinópolis;1506203
2514;PA;Salvaterra;1506302
2515;PA;Santa Bábara do Pará;1506351
2516;PA;Santa Cruz do Arari;1506401
2517;PA;Santa Izabel do Pará;1506500
2518;PA;Santa Luzia do Pará;1506559
2519;PA;Santa Maria das Barreiras;1506583
2520;PA;Santa Maria do Pará;1506609
2521;PA;Santana do Araguaia;1506708
2522;PA;Santarém;1506807
2523;PA;Santarém Novo;1506906
2524;PA;Santo Antonio do Tauá;1507003
2525;PA;São Caetano de Odivelas;1507102
2526;PA;São Domingos do Araguaia;1507151
2527;PA;São Domingos do Capim;1507201
2528;PA;São Felix do Xingu;1507300
2529;PA;São Francisco do Pará;1507409
2530;PA;São Geraldo do Araguaia;1507458
2531;PA;São João da Ponta;1507466
2532;PA;São João de Pirabas;1507474
2533;PA;São João do Araguaia;1507508
2534;PA;São Miguel do Guamá;1507607
2535;PA;São Sebastião da Boa Vista;1507706
2536;PA;Sapucaia;1507755
2537;PA;Senador José Porfíro;1507805
2538;PA;Soure;1507904
2539;PA;Tailândia;1507953
2540;PA;Terra Alta;1507961
2541;PA;Terra Santa;1507979
2542;PA;Tomé Açu;1508001
2543;PA;Trairão;1508050
2544;PA;Traquateua;1508035
2545;PA;Tucumã;1508084
2546;PA;Tucurui;1508100
2547;PA;Ulianópolis;1508126
2548;PA;Uruara;1508159
2549;PA;Vigia;1508209
2550;PA;Viseu;1508308
2551;PA;Vitória do Xingu;1508357
2552;PA;Xinguara;1508407
2553;PB;Água Branca;2500106
2554;PB;Aguiar;2500205
2555;PB;Alagoa Grande;2500304
2556;PB;Alagoa Nova;2500403
2557;PB;Alagoinha;2500502
2558;PB;Alcantil;2500536
2559;PB;Algodão de Jandaíra;2500577
2560;PB;Alhandra;2500601
2561;PB;Amparo;2500734
2562;PB;Aparecida;2500775
2563;PB;Araçagi;2500809
2564;PB;Arara;2500908
2565;PB;Araruna;2501005
2566;PB;Areia;2501104
2567;PB;Areia de Baraúnas;2501153
2568;PB;Areial;2501203
2569;PB;Aroeiras;2501302
2570;PB;Assunção;2501351
2571;PB;Baía da Traição;2501401
2572;PB;Bananeiras;2501500
2573;PB;Baraúna;2501534
2574;PB;Barra de Santa Rosa;2501609
2575;PB;Barra de Santana;2501575
2576;PB;Barra de São Miguel;2501708
2577;PB;Bayeux;2501807
2578;PB;Belém;2501906
2579;PB;Belém do Brejo do Cruz;2502003
2580;PB;Bernardino Batista;2502052
2581;PB;Boa Ventura;2502102
2582;PB;Boa Vista;2502151
2583;PB;Bom Jesus;2502201
2584;PB;Bom Sucesso;2502300
2585;PB;Bonito de Santa Fé;2502409
2586;PB;Boqueirão;2502508
2587;PB;Borborema;2502706
2588;PB;Brejo do Cruz;2502805
2589;PB;Brejo dos Santos;2502904
2590;PB;Caaporã;2503001
2591;PB;Cabaceiras;2503100
2592;PB;Cabedelo;2503209
2593;PB;Cachoeira dos Índios;2503308
2594;PB;Cacimba de Areia;2503407
2595;PB;Cacimba de Dentro;2503506
2596;PB;Cacimbas;2503555
2597;PB;Caiçara;2503605
2598;PB;Cajazeiras;2503704
2599;PB;Cajazeirinhas;2503753
2600;PB;Caldas Brandão;2503803
2601;PB;Camalaú;2503902
2602;PB;Campina Grande;2504009
2603;PB;Campo de Santana;2516409
2604;PB;Capim;2504033
2605;PB;Caraúbas;2504074
2606;PB;Carrapateira;2504108
2607;PB;Casserengue;2504157
2608;PB;Catingueira;2504207
2609;PB;Catolé do Rocha;2504306
2610;PB;Caturité;2504355
2611;PB;Conceição;2504405
2612;PB;Condado;2504504
2613;PB;Conde;2504603
2614;PB;Congo;2504702
2615;PB;Coremas;2504801
2616;PB;Coxixola;2504850
2617;PB;Cruz do Espírito Santo;2504900
2618;PB;Cubati;2505006
2619;PB;Cuité;2505105
2620;PB;Cuité de Mamanguape;2505238
2621;PB;Cuitegi;2505204
2622;PB;Curral de Cima;2505279
2623;PB;Curral Velho;2505303
2624;PB;Damião;2505352
2625;PB;Desterro;2505402
2626;PB;Diamante;2505600
2627;PB;Dona Inês;2505709
2628;PB;Duas Estradas;2505808
2629;PB;Emas;2505907
2630;PB;Esperança;2506004
2631;PB;Fagundes;2506103
2632;PB;Frei Martinho;2506202
2633;PB;Gado Bravo;2506251
2634;PB;Guarabira;2506301
2635;PB;Gurinhém;2506400
2636;PB;Gurjão;2506509
2637;PB;Ibiara;2506608
2638;PB;Igaracy;2502607
2639;PB;Imaculada;2506707
2640;PB;Ingá;2506806
2641;PB;Itabaiana;2506905
2642;PB;Itaporanga;2507002
2643;PB;Itapororoca;2507101
2644;PB;Itatuba;2507200
2645;PB;Jacaraú;2507309
2646;PB;Jericó;2507408
2647;PB;João Pessoa;2507507
2648;PB;Juarez Távora;2507606
2649;PB;Juazeirinho;2507705
2650;PB;Junco do Seridó;2507804
2651;PB;Juripiranga;2507903
2652;PB;Juru;2508000
2653;PB;Lagoa;2508109
2654;PB;Lagoa de Dentro;2508208
2655;PB;Lagoa Seca;2508307
2656;PB;Lastro;2508406
2657;PB;Livramento;2508505
2658;PB;Logradouro;2508554
2659;PB;Lucena;2508604
2660;PB;Mãe d'Água;2508703
2661;PB;Malta;2508802
2662;PB;Mamanguape;2508901
2663;PB;Manaíra;2509008
2664;PB;Marcação;2509057
2665;PB;Mari;2509107
2666;PB;Marizópolis;2509156
2667;PB;Massaranduba;2509206
2668;PB;Mataraca;2509305
2669;PB;Matinhas;2509339
2670;PB;Mato Grosso;2509370
2671;PB;Maturéia;2509396
2672;PB;Mogeiro;2509404
2673;PB;Montadas;2509503
2674;PB;Monte Horebe;2509602
2675;PB;Monteiro;2509701
2676;PB;Mulungu;2509800
2677;PB;Natuba;2509909
2678;PB;Nazarezinho;2510006
2679;PB;Nova Floresta;2510105
2680;PB;Nova Olinda;2510204
2681;PB;Nova Palmeira;2510303
2682;PB;Olho d'Água;2510402
2683;PB;Olivedos;2510501
2684;PB;Ouro Velho;2510600
2685;PB;Parari;2510659
2686;PB;Passagem;2510709
2687;PB;Patos;2510808
2688;PB;Paulista;2510907
2689;PB;Pedra Branca;2511004
2690;PB;Pedra Lavrada;2511103
2691;PB;Pedras de Fogo;2511202
2692;PB;Pedro Régis;2512721
2693;PB;Piancó;2511301
2694;PB;Picuí;2511400
2695;PB;Pilar;2511509
2696;PB;Pilões;2511608
2697;PB;Pilõezinhos;2511707
2698;PB;Pirpirituba;2511806
2699;PB;Pitimbu;2511905
2700;PB;Pocinhos;2512002
2701;PB;Poço Dantas;2512036
2702;PB;Poço de José de Moura;2512077
2703;PB;Pombal;2512101
2704;PB;Prata;2512200
2705;PB;Princesa Isabel;2512309
2706;PB;Puxinanã;2512408
2707;PB;Queimadas;2512507
2708;PB;Quixabá;2512606
2709;PB;Remígio;2512705
2710;PB;Riachão;2512747
2711;PB;Riachão do Bacamarte;2512754
2712;PB;Riachão do Poço;2512762
2713;PB;Riacho de Santo Antônio;2512788
2714;PB;Riacho dos Cavalos;2512804
2715;PB;Rio Tinto;2512903
2716;PB;Salgadinho;2513000
2717;PB;Salgado de São Félix;2513109
2718;PB;Santa Cecília;2513158
2719;PB;Santa Cruz;2513208
2720;PB;Santa Helena;2513307
2721;PB;Santa Inês;2513356
2722;PB;Santa Luzia;2513406
2723;PB;Santa Rita;2513703
2724;PB;Santa Teresinha;2513802
2725;PB;Santana de Mangueira;2513505
2726;PB;Santana dos Garrotes;2513604
2727;PB;Santarém;2513653
2728;PB;Santo André;2513851
2729;PB;São Bentinho;2513927
2730;PB;São Bento;2513901
2731;PB;São Domingos de Pombal;2513968
2732;PB;São Domingos do Cariri;2513943
2733;PB;São Francisco;2513984
2734;PB;São João do Cariri;2514008
2735;PB;São João do Rio do Peixe;2500700
2736;PB;São João do Tigre;2514107
2737;PB;São José da Lagoa Tapada;2514206
2738;PB;São José de Caiana;2514305
2739;PB;São José de Espinharas;2514404
2740;PB;São José de Piranhas;2514503
2741;PB;São José de Princesa;2514552
2742;PB;São José do Bonfim;2514602
2743;PB;São José do Brejo do Cruz;2514651
2744;PB;São José do Sabugi;2514701
2745;PB;São José dos Cordeiros;2514800
2746;PB;São José dos Ramos;2514453
2747;PB;São Mamede;2514909
2748;PB;São Miguel de Taipu;2515005
2749;PB;São Sebastião de Lagoa de Roça;2515104
2750;PB;São Sebastião do Umbuzeiro;2515203
2751;PB;Sapé;2515302
2752;PB;Seridó;2515401
2753;PB;Serra Branca;2515500
2754;PB;Serra da Raiz;2515609
2755;PB;Serra Grande;2515708
2756;PB;Serra Redonda;2515807
2757;PB;Serraria;2515906
2758;PB;Sertãozinho;2515930
2759;PB;Sobrado;2515971
2760;PB;Solânea;2516003
2761;PB;Soledade;2516102
2762;PB;Sossêgo;2516151
2763;PB;Sousa;2516201
2764;PB;Sumé;2516300
2765;PB;Taperoá;2516508
2766;PB;Tavares;2516607
2767;PB;Teixeira;2516706
2768;PB;Tenório;2516755
2769;PB;Triunfo;2516805
2770;PB;Uiraúna;2516904
2771;PB;Umbuzeiro;2517001
2772;PB;Várzea;2517100
2773;PB;Vieirópolis;2517209
2774;PB;Vista Serrana;2505501
2775;PB;Zabelê;2517407
2776;PE;Abreu e Lima;2600054
2777;PE;Afogados da Ingazeira;2600104
2778;PE;Afrânio;2600203
2779;PE;Agrestina;2600302
2780;PE;Água Preta;2600401
2781;PE;Águas Belas;2600500
2782;PE;Alagoinha;2600609
2783;PE;Aliança;2600708
2784;PE;Altinho;2600807
2785;PE;Amaraji;2600906
2786;PE;Angelim;2601003
2787;PE;Araçoiaba;2601052
2788;PE;Araripina;2601102
2789;PE;Arcoverde;2601201
2790;PE;Barra de Guabiraba;2601300
2791;PE;Barreiros;2601409
2792;PE;Belém de Maria;2601508
2793;PE;Belém de São Francisco;2601607
2794;PE;Belo Jardim;2601706
2795;PE;Betânia;2601805
2796;PE;Bezerros;2601904
2797;PE;Bodocó;2602001
2798;PE;Bom Conselho;2602100
2799;PE;Bom Jardim;2602209
2800;PE;Bonito;2602308
2801;PE;Brejão;2602407
2802;PE;Brejinho;2602506
2803;PE;Brejo da Madre de Deus;2602605
2804;PE;Buenos Aires;2602704
2805;PE;Buíque;2602803
2806;PE;Cabo de Santo Agostinho;2602902
2807;PE;Cabrobó;2603009
2808;PE;Cachoeirinha;2603108
2809;PE;Caetés;2603207
2810;PE;Calçado;2603306
2811;PE;Calumbi;2603405
2812;PE;Camaragibe;2603454
2813;PE;Camocim de São Félix;2603504
2814;PE;Camutanga;2603603
2815;PE;Canhotinho;2603702
2816;PE;Capoeiras;2603801
2817;PE;Carnaíba;2603900
2818;PE;Carnaubeira da Penha;2603926
2819;PE;Carpina;2604007
2820;PE;Caruaru;2604106
2821;PE;Casinhas;2604155
2822;PE;Catende;2604205
2823;PE;Cedro;2604304
2824;PE;Chã de Alegria;2604403
2825;PE;Chã Grande;2604502
2826;PE;Condado;2604601
2827;PE;Correntes;2604700
2828;PE;Cortês;2604809
2829;PE;Cumaru;2604908
2830;PE;Cupira;2605004
2831;PE;Custódia;2605103
2832;PE;Dormentes;2605152
2833;PE;Escada;2605202
2834;PE;Exu;2605301
2835;PE;Feira Nova;2605400
2836;PE;Fernando de Noronha;2605459
2837;PE;Ferreiros;2605509
2838;PE;Flores;2605608
2839;PE;Floresta;2605707
2840;PE;Frei Miguelinho;2605806
2841;PE;Gameleira;2605905
2842;PE;Garanhuns;2606002
2843;PE;Glória do Goitá;2606101
2844;PE;Goiana;2606200
2845;PE;Granito;2606309
2846;PE;Gravatá;2606408
2847;PE;Iati;2606507
2848;PE;Ibimirim;2606606
2849;PE;Ibirajuba;2606705
2850;PE;Igarassu;2606804
2851;PE;Iguaraci;2606903
2852;PE;Inajá;2607000
2853;PE;Ilha de Itamaracá;2607604
2854;PE;Ingazeira;2607109
2855;PE;Ipojuca;2607208
2856;PE;Ipubi;2607307
2857;PE;Itacuruba;2607406
2858;PE;Itaíba;2607505
2859;PE;Itambé;2607653
2860;PE;Itapetim;2607703
2861;PE;Itapissuma;2607752
2862;PE;Itaquitinga;2607802
2863;PE;Jaboatao dos Guararapes;2607901
2864;PE;Jaqueira;2607950
2865;PE;Jataúba;2608008
2866;PE;Jatobá;2608057
2867;PE;João Alfredo;2608107
2868;PE;Joaquim Nabuco;2608206
2869;PE;Jucati;2608255
2870;PE;Jupi;2608305
2871;PE;Jurema;2608404
2872;PE;Lagoa do Carro;2608453
2873;PE;Lagoa do Itaenga;2608503
2874;PE;Lagoa do Ouro;2608602
2875;PE;Lagoa dos Gatos;2608701
2876;PE;Lagoa Grande;2608750
2877;PE;Lajedo;2608800
2878;PE;Limoeiro;2608909
2879;PE;Macaparana;2609006
2880;PE;Machados;2609105
2881;PE;Manari;2609154
2882;PE;Maraial;2609204
2883;PE;Mirandiba;2609303
2884;PE;Moreilândia;2614303
2885;PE;Moreno;2609402
2886;PE;Nazaré da Mata;2609501
2887;PE;Olinda;2609600
2888;PE;Orobó;2609709
2889;PE;Orocó;2609808
2890;PE;Ouricuri;2609907
2891;PE;Palmares;2610004
2892;PE;Palmeirina;2610103
2893;PE;Panelas;2610202
2894;PE;Paranatama;2610301
2895;PE;Parnamirim;2610400
2896;PE;Passira;2610509
2897;PE;Paudalho;2610608
2898;PE;Paulista;2610707
2899;PE;Pedra;2610806
2900;PE;Pesqueira;2610905
2901;PE;Petrolândia;2611002
2902;PE;Petrolina;2611101
2903;PE;Poção;2611200
2904;PE;Pombos;2611309
2905;PE;Primavera;2611408
2906;PE;Quipapá;2611507
2907;PE;Quixaba;2611533
2908;PE;Recife;2611606
2909;PE;Riacho das Almas;2611705
2910;PE;Ribeirão;2611804
2911;PE;Rio Formoso;2611903
2912;PE;Sairé;2612000
2913;PE;Salgadinho;2612109
2914;PE;Salgueiro;2612208
2915;PE;Saloá;2612307
2916;PE;Sanharó;2612406
2917;PE;Santa Cruz;2612455
2918;PE;Santa Cruz da Baixa Verde;2612471
2919;PE;Santa Cruz do Capibaribe;2612505
2920;PE;Santa Filomena;2612554
2921;PE;Santa Maria da Boa Vista;2612604
2922;PE;Santa Maria do Cambucá;2612703
2923;PE;Santa Terezinha;2612802
2924;PE;São Benedito do Sul;2612901
2925;PE;São Bento do Una;2613008
2926;PE;São Caitano;2613107
2927;PE;São João;2613206
2928;PE;São Joaquim do Monte;2613305
2929;PE;São José da Coroa Grande;2613404
2930;PE;São José do Belmonte;2613503
2931;PE;São José do Egito;2613602
2932;PE;São Lourenço da Mata;2613701
2933;PE;São Vicente Ferrer;2613800
2934;PE;Serra Talhada;2613909
2935;PE;Serrita;2614006
2936;PE;Sertânia;2614105
2937;PE;Sirinhaém;2614204
2938;PE;Solidão;2614402
2939;PE;Surubim;2614501
2940;PE;Tabira;2614600
2941;PE;Tacaimbó;2614709
2942;PE;Tacaratu;2614808
2943;PE;Tamandaré;2614857
2944;PE;Taquaritinga do Norte;2615003
2945;PE;Terezinha;2615102
2946;PE;Terra Nova;2615201
2947;PE;Timbaúba;2615300
2948;PE;Toritama;2615409
2949;PE;Tracunhaém;2615508
2950;PE;Trindade;2615607
2951;PE;Triunfo;2615706
2952;PE;Tupanatinga;2615805
2953;PE;Tuparetama;2615904
2954;PE;Venturosa;2616001
2955;PE;Verdejante;2616100
2956;PE;Vertente do Lério;2616183
2957;PE;Vertentes;2616209
2958;PE;Vicência;2616308
2959;PE;Vitória de Santo Antão;2616407
2960;PE;Xexéu;2616506
2961;PI;Acauã;2200053
2962;PI;Agricolândia;2200103
2963;PI;Água Branca;2200202
2964;PI;Alagoinha do Piauí;2200251
2965;PI;Alegrete do Piauí;2200277
2966;PI;Alto Longá;2200301
2967;PI;Altos;2200400
2968;PI;Alvorada do Gurguéia;2200459
2969;PI;Amarante;2200509
2970;PI;Angical do Piauí;2200608
2971;PI;Anísio de Abreu;2200707
2972;PI;Antônio Almeida;2200806
2973;PI;Aroazes;2200905
2974;PI;Arraial;2201002
2975;PI;Assunção do Piauí;2201051
2976;PI;Avelino Lopes;2201101
2977;PI;Baixa Grande do Ribeiro;2201150
2978;PI;Barra D'Alcântara;2201176
2979;PI;Barras;2201200
2980;PI;Barreiras do Piauí;2201309
2981;PI;Barro Duro;2201408
2982;PI;Batalha;2201507
2983;PI;Bela Vista do Piauí;2201556
2984;PI;Belém do Piauí;2201572
2985;PI;Beneditinos;2201606
2986;PI;Bertolínia;2201705
2987;PI;Betânia do Piauí;2201739
2988;PI;Boa Hora;2201770
2989;PI;Bocaina;2201804
2990;PI;Bom Jesus;2201903
2991;PI;Bom Princípio do Piauí;2201919
2992;PI;Bonfim do Piauí;2201929
2993;PI;Boqueirão do Piauí;2201945
2994;PI;Brasileira;2201960
2995;PI;Brejo do Piauí;2201988
2996;PI;Buriti dos Lopes;2202000
2997;PI;Buriti dos Montes;2202026
2998;PI;Cabeceiras do Piauí;2202059
2999;PI;Cajazeiras do Piauí;2202075
3000;PI;Cajueiro da Praia;2202083
3001;PI;Caldeirão Grande do Piauí;2202091
3002;PI;Campinas do Piauí;2202109
3003;PI;Campo Alegre do Fidalgo;2202117
3004;PI;Campo Grande do Piauí;2202133
3005;PI;Campo Largo do Piauí;2202174
3006;PI;Campo Maior;2202208
3007;PI;Canavieira;2202251
3008;PI;Canto do Buriti;2202307
3009;PI;Capitão de Campos;2202406
3010;PI;Capitão Gervásio Oliveira;2202455
3011;PI;Caracol;2202505
3012;PI;Caraúbas do Piauí;2202539
3013;PI;Caridade do Piauí;2202554
3014;PI;Castelo do Piauí;2202604
3015;PI;Caxingó;2202653
3016;PI;Cocal;2202703
3017;PI;Cocal de Telha;2202711
3018;PI;Cocal dos Alves;2202729
3019;PI;Coivaras;2202737
3020;PI;Colônia do Gurguéia;2202752
3021;PI;Colônia do Piauí;2202778
3022;PI;Conceição do Canindé;2202802
3023;PI;Coronel José Dias;2202851
3024;PI;Corrente;2202901
3025;PI;Cristalândia do Piauí;2203008
3026;PI;Cristino Castro;2203107
3027;PI;Curimatá;2203206
3028;PI;Currais;2203230
3029;PI;Curral Novo do Piauí;2203271
3030;PI;Curralinhos;2203255
3031;PI;Demerval Lobão;2203305
3032;PI;Dirceu Arcoverde;2203354
3033;PI;Dom Expedito Lopes;2203404
3034;PI;Dom Inocêncio;2203453
3035;PI;Domingos Mourão;2203420
3036;PI;Elesbão Veloso;2203503
3037;PI;Eliseu Martins;2203602
3038;PI;Esperantina;2203701
3039;PI;Fartura do Piauí;2203750
3040;PI;Flores do Piauí;2203800
3041;PI;Floresta do Piauí;2203859
3042;PI;Floriano;2203909
3043;PI;Francinópolis;2204006
3044;PI;Francisco Ayres;2204105
3045;PI;Francisco Macedo;2204154
3046;PI;Francisco Santos;2204204
3047;PI;Fronteiras;2204303
3048;PI;Geminiano;2204352
3049;PI;Gilbués;2204402
3050;PI;Guadalupe;2204501
3051;PI;Guaribas;2204550
3052;PI;Hugo Napoleão;2204600
3053;PI;Ilha Grande;2204659
3054;PI;Inhuma;2204709
3055;PI;Ipiranga do Piauí;2204808
3056;PI;Isaías Coelho;2204907
3057;PI;Itainópolis;2205003
3058;PI;Itaueira;2205102
3059;PI;Jacobina do Piauí;2205151
3060;PI;Jaicós;2205201
3061;PI;Jardim do Mulato;2205250
3062;PI;Jatobá do Piauí;2205276
3063;PI;Jerumenha;2205300
3064;PI;João Costa;2205359
3065;PI;Joaquim Pires;2205409
3066;PI;Joca Marques;2205458
3067;PI;José de Freitas;2205508
3068;PI;Juazeiro do Piauí;2205516
3069;PI;Júlio Borges;2205524
3070;PI;Jurema;2205532
3071;PI;Lagoa Alegre;2205557
3072;PI;Lagoa de São Francisco;2205573
3073;PI;Lagoa do Barro do Piauí;2205565
3074;PI;Lagoa do Piauí;2205581
3075;PI;Lagoa do Sítio;2205599
3076;PI;Lagoinha do Piauí;2205540
3077;PI;Landri Sales;2205607
3078;PI;Luís Correia;2205706
3079;PI;Luzilândia;2205805
3080;PI;Madeiro;2205854
3081;PI;Manoel Emídio;2205904
3082;PI;Marcolândia;2205953
3083;PI;Marcos Parente;2206001
3084;PI;Massapê do Piauí;2206050
3085;PI;Matias Olímpio;2206100
3086;PI;Miguel Alves;2206209
3087;PI;Miguel Leão;2206308
3088;PI;Milton Brandão;2206357
3089;PI;Monsenhor Gil;2206407
3090;PI;Monsenhor Hipólito;2206506
3091;PI;Monte Alegre do Piauí;2206605
3092;PI;Morro Cabeça no Tempo;2206654
3093;PI;Morro do Chapéu do Piauí;2206670
3094;PI;Murici dos Portelas;2206696
3095;PI;Nazaré do Piauí;2206704
3096;PI;Nossa Senhora de Nazaré;2206753
3097;PI;Nossa Senhora dos Remédios;2206803
3098;PI;Nova Santa Rita;2207959
3099;PI;Novo Oriente do Piauí;2206902
3100;PI;Novo Santo Antônio;2206951
3101;PI;Oeiras;2207009
3102;PI;Olho D'Água do Piauí;2207108
3103;PI;Padre Marcos;2207207
3104;PI;Paes Landim;2207306
3105;PI;Pajeú do Piauí;2207355
3106;PI;Palmeira do Piauí;2207405
3107;PI;Palmeirais;2207504
3108;PI;Paquetá;2207553
3109;PI;Parnaguá;2207603
3110;PI;Parnaíba;2207702
3111;PI;Passagem Franca do Piauí;2207751
3112;PI;Patos do Piauí;2207777
3113;PI;Pau D'Arco do Piauí;2207793
3114;PI;Paulistana;2207801
3115;PI;Pavussu;2207850
3116;PI;Pedro II;2207900
3117;PI;Pedro Laurentino;2207934
3118;PI;Picos;2208007
3119;PI;Pimenteiras;2208106
3120;PI;Pio IX;2208205
3121;PI;Piracuruca;2208304
3122;PI;Piripiri;2208403
3123;PI;Porto;2208502
3124;PI;Porto Alegre do Piauí;2208551
3125;PI;Prata do Piauí;2208601
3126;PI;Queimada Nova;2208650
3127;PI;Redenção do Gurguéia;2208700
3128;PI;Regeneração;2208809
3129;PI;Riacho Frio;2208858
3130;PI;Ribeira do Piauí;2208874
3131;PI;Ribeiro Gonçalves;2208908
3132;PI;Rio Grande do Piauí;2209005
3133;PI;Santa Cruz do Piauí;2209104
3134;PI;Santa Cruz dos Milagres;2209153
3135;PI;Santa Filomena;2209203
3136;PI;Santa Luz;2209302
3137;PI;Santa Rosa do Piauí;2209377
3138;PI;Santana do Piauí;2209351
3139;PI;Santo Antônio de Lisboa;2209401
3140;PI;Santo Antônio dos Milagres;2209450
3141;PI;Santo Inácio do Piauí;2209500
3142;PI;São Braz do Piauí;2209559
3143;PI;São Félix do Piauí;2209609
3144;PI;São Francisco de Assis do Piau;2209658
3145;PI;São Francisco do Piauí;2209708
3146;PI;São Gonçalo do Gurguéia;2209757
3147;PI;São Gonçalo do Piauí;2209807
3148;PI;São João da Canabrava;2209856
3149;PI;São João da Fronteira;2209872
3150;PI;São João da Serra;2209906
3151;PI;São João da Varjota;2209955
3152;PI;São João do Arraial;2209971
3153;PI;São João do Piauí;2210003
3154;PI;São José do Divino;2210052
3155;PI;São José do Peixe;2210102
3156;PI;São José do Piauí;2210201
3157;PI;São Julião;2210300
3158;PI;São Lourenço do Piauí;2210359
3159;PI;São Luis do Piauí;2210375
3160;PI;São Miguel da Baixa Grande;2210383
3161;PI;São Miguel do Fidalgo;2210391
3162;PI;São Miguel do Tapuio;2210409
3163;PI;São Pedro do Piauí;2210508
3164;PI;São Raimundo Nonato;2210607
3165;PI;Sebastião Barros;2210623
3166;PI;Sebastião Leal;2210631
3167;PI;Sigefredo Pacheco;2210656
3168;PI;Simões;2210706
3169;PI;Simplício Mendes;2210805
3170;PI;Socorro do Piauí;2210904
3171;PI;Sussuapara;2210938
3172;PI;Tamboril do Piauí;2210953
3173;PI;Tanque do Piauí;2210979
3174;PI;Teresina;2211001
3175;PI;União;2211100
3176;PI;Uruçuí;2211209
3177;PI;Valença do Piauí;2211308
3178;PI;Várzea Branca;2211357
3179;PI;Várzea Grande;2211407
3180;PI;Vera Mendes;2211506
3181;PI;Vila Nova do Piauí;2211605
3182;PI;Wall Ferraz;2211704
3183;PR;Abatiá;4100103
3184;PR;Adrianópolis;4100202
3185;PR;Agudos do Sul;4100301
3186;PR;Almirante Tamandaré;4100400
3187;PR;Altamira do Paraná;4100459
3188;PR;Alto Paraná;4100608
3189;PR;Alto Piquiri;4100707
3190;PR;Altônia;4100509
3191;PR;Alvorada do Sul;4100806
3192;PR;Amaporã;4100905
3193;PR;Ampére;4101002
3194;PR;Anahy;4101051
3195;PR;Andirá;4101101
3196;PR;Ângulo;4101150
3197;PR;Antonina;4101200
3198;PR;Antonio Olinto;4101309
3199;PR;Apucarana;4101408
3200;PR;Arapongas;4101507
3201;PR;Arapoti;4101606
3202;PR;Arapuã;4101655
3203;PR;Araruna;4101705
3204;PR;Araucária;4101804
3205;PR;Ariranha do Ivai;4101853
3206;PR;Assaí;4101903
3207;PR;Assis Chateaubriand;4102000
3208;PR;Astorga;4102109
3209;PR;Atalaia;4102208
3210;PR;Balsa Nova;4102307
3211;PR;Bandeirantes;4102406
3212;PR;Barbosa Ferraz;4102505
3213;PR;Barra do Jacaré;4102703
3214;PR;Barracão;4102604
