Serie;Pedido_numero;Produto_numero;Qtde;Preco_venda;Preco_total;Peso_liquido;Peso_Liquido_total;Peso_bruto;Peso_bruto_total;Valor_frete
0;6445;180;2500;0.35;869.25;0.00463;11.575;0.00503;12.575;17.39
0;6445;621;4800;1.25;5996.64;0.0087;41.76;0.0103;49.44;119.93
0;6445;463;1000;0.68;675.60;0.007;7;0.009;9;13.51
0;6446;1191;1248;33.70;42054.11;0.96;1198.08;0.96;1198.08;841.08
0;6447;499;360;27.56;9922.82;0.771;277.56;0.771;277.56;198.46
0;6448;1374;26;1500.00;39000.00;1;26;1;26;780.00
0;6449;1381;1;822696.77;822696.77;8000;8000;8000;8000;16453.94
0;6449;1496;125;16.98;2122.00;1;125;1;125;42.44
0;6450;5;11;35.00;385.00;2;22;2;22;7.70
0;6451;5;10;35.00;350.00;2;20;2;20;7.00
0;6452;717;10;2400.00;24000.00;1;10;2;20;480.00
0;6453;176;2500;0.94;2340.00;0.014;35;0.016;40;46.80
0;6454;5;5;30.00;150.00;2;10;2;10;3.00
0;6454;394;1;50.00;50.00;1;1;1;1;1.00
0;6455;75;5100;3.86;19680.39;1.02626;5233.926;1.02626;5233.926;393.61
0;6455;71;5100;3.86;19680.39;1.02626;5233.926;1.02626;5233.926;393.61
0;6455;41;2970;7.24;21491.22;0.29679;881.4663;0.29679;881.4663;429.82
0;6455;42;2970;10.27;30513.48;0.27579;819.0963;0.27579;819.0963;610.27
0;6455;492;1400;10.06;14077.56;1.05616;1478.624;1.05616;1478.624;281.55
0;6455;495;1400;10.06;14077.56;1.05806;1481.284;1.05806;1481.284;281.55
0;6456;5;60;30.00;1800.00;2;120;2;120;36.00
0;6456;394;4;50.00;200.00;1;4;1;4;4.00
0;6457;1376;12;200.00;2400.00;1;12;1;12;48.00
0;6460;1487;108;5.67;612.49;3;324;3;324;12.25
0;6460;1488;108;5.67;612.49;3;324;3;324;12.25
0;6462;1530;4;30.29;121.16;10000;40000;10000;40000;2.42
0;6463;177;2040;1.82;3712.80;0.015;30.6;0.0169;34.476;74.26
0;6464;1302;1050;18.12;19022.64;50.066;52569.3;50.066;52569.3;380.45
0;6465;1305;15;90.00;1350.00;1000;15000;1000;15000;27.00
0;6465;1306;1;198.00;198.00;1000;1000;1000;1000;3.96
0;6465;1307;1;350.00;350.00;1000;1000;1000;1000;7.00
0;6466;1302;350;18.12;6340.88;50.066;17523.1;50.066;17523.1;126.82
0;6467;1305;5;90.00;450.00;1000;5000;1000;5000;9.00
0;6467;1306;1;198.00;198.00;1000;1000;1000;1000;3.96
0;6467;1307;1;350.00;350.00;1000;1000;1000;1000;7.00
0;6468;1465;1170;37.55;43928.00;0.468;547.56;0.46792;547.4664;878.56
0;6469;5;90;35.00;3150.00;2;180;2;180;63.00
0;6470;1421;1260;8.45;10651.16;0.0497;62.622;0.0497;62.622;213.02
0;6470;1419;1400;1.32;1841.70;0.0093;13.02;0.01215;17.01;36.83
0;6470;1429;2940;1.46;4304.16;0.024;70.56;0.024;70.56;86.08
0;6471;182;600;2.43;1458.36;0.0583;34.98;0.0663;39.78;29.17
0;6471;873;400;11.11;4444.24;1.06702;426.808;1.09007;436.028;88.88
0;6471;1418;2100;3.52;7390.32;0.0474;99.54;0.44731;939.351;147.81
0;6472;5;29;35.00;1015.00;2;58;2;58;20.30
0;6473;5;30;35.00;1050.00;2;60;2;60;21.00
0;6474;874;1440;8.13;11704.46;1.04305;1501.992;1.05839;1524.0816;234.09
0;6474;464;2000;0.85;1690.20;0.007;14;0.0075;15;33.80
0;6475;5;25;35.00;875.00;2;50;2;50;17.50
0;6476;176;4500;0.94;4212.00;0.014;63;0.016;72;84.24
0;6477;75;2295;3.86;8856.18;1.02626;2355.2667;1.02626;2355.2667;177.12
0;6477;71;2040;3.86;7872.16;1.02626;2093.5704;1.02626;2093.5704;157.44
0;6477;171;2860;1.27;3640.21;0.01836;52.5096;0.01836;52.5096;72.80
0;6477;42;1980;10.27;20342.32;0.27579;546.0642;0.27579;546.0642;406.85
0;6477;41;1980;7.24;14327.48;0.29679;587.6442;0.29679;587.6442;286.55
0;6478;5;9;35.00;315.00;2;18;2;18;6.30
0;6478;394;1;35.00;35.00;1;1;1;1;0.70
0;6479;5;30;30.00;900.00;2;60;2;60;18.00
0;6479;394;3;50.00;150.00;1;3;1;3;3.00
0;6480;477;660;3.08;2034.91;1.015;669.9;2.019;1332.54;40.70
0;6480;483;220;3.08;678.30;1.015;223.3;2.019;444.18;13.57
0;6481;1376;8;200.00;1600.00;1;8;1;8;32.00
0;6482;5;4;30.00;120.00;2;8;2;8;2.40
0;6482;394;1;50.00;50.00;1;1;1;1;1.00
0;6483;1016;540;14.14;7637.54;2.00008;1080.0432;3.13858;1694.8332;152.75
0;6483;1017;540;14.14;7637.54;2.00008;1080.0432;3.13858;1694.8332;152.75
0;6484;499;216;27.56;5953.69;0.771;166.536;0.771;166.536;119.07
0;6485;717;6;2400.00;14400.00;1;6;2;12;288.00
0;6486;666;100664;0.22;22387.67;0;0;0;0;447.75
0;6486;666;75200;0.22;16724.48;0;0;0;0;334.49
0;6486;666;16136;0.22;3588.65;0;0;0;0;71.77
0;6486;667;4800;0.25;1216.80;0;0;0;0;24.34
0;6486;667;18200;0.25;4613.70;0;0;0;0;92.27
0;6486;667;18200;0.25;4613.70;0;0;0;0;92.27
0;6486;667;2000;0.25;507.00;0;0;0;0;10.14
0;6487;677;60;1.06;63.60;1;60;2;120;1.27
0;6487;668;60;3.27;196.20;1;60;2;120;3.92
0;6487;678;1;26.49;26.49;1;1;2;2;0.53
0;6488;75;1275;3.86;4920.10;1.02626;1308.4815;1.02626;1308.4815;98.40
0;6488;71;1275;3.86;4920.10;1.02626;1308.4815;1.02626;1308.4815;98.40
0;6488;41;2475;7.24;17909.35;0.29679;734.55525;0.29679;734.55525;358.19
0;6488;42;2475;10.27;25427.90;0.27579;682.58025;0.27579;682.58025;508.56
0;6488;477;220;3.08;678.30;1.015;223.3;2.019;444.18;13.57
0;6488;483;440;3.08;1356.61;1.015;446.6;2.019;888.36;27.13
0;6489;5;13;30.00;390.00;2;26;2;26;7.80
0;6489;394;3;50.00;150.00;1;3;1;3;3.00
0;6490;1376;10;200.00;2000.00;1;10;1;10;40.00
0;6491;1044;972;58.46;56819.04;1.06818;1038.27096;2.11818;2058.87096;1136.38
0;6493;923;420;3.98;1669.58;0.0225;9.45;0.5225;219.45;33.39
0;6493;924;420;3.98;1669.58;0.0225;9.45;0.5225;219.45;33.39
0;6494;349;4;46.00;184.00;1;4;1;4;3.68
0;6495;75;1020;3.86;3936.08;1.02626;1046.7852;1.02626;1046.7852;78.72
0;6495;71;1020;3.86;3936.08;1.02626;1046.7852;1.02626;1046.7852;78.72
0;6495;76;510;3.86;1968.04;1.02626;523.3926;1.02626;523.3926;39.36
0;6495;115;510;3.86;1968.04;1.02626;523.3926;1.02626;523.3926;39.36
0;6495;41;1485;7.24;10745.61;0.29679;440.73315;0.29679;440.73315;214.91
0;6495;42;1485;10.27;15256.74;0.27579;409.54815;0.27579;409.54815;305.13
0;6495;37;1485;7.21;10711.90;0.29679;440.73315;0.29679;440.73315;214.24
0;6495;39;990;10.25;10151.86;0.27679;274.0221;0.27679;274.0221;203.04
0;6495;477;440;3.08;1356.61;1.015;446.6;2.019;888.36;27.13
0;6495;483;440;3.08;1356.61;1.015;446.6;2.019;888.36;27.13
0;6496;5;16;30.00;480.00;2;32;2;32;9.60
0;6496;394;3;50.00;150.00;1;3;1;3;3.00
0;6497;1376;11;200.00;2200.00;1;11;1;11;44.00
0;6498;1011;168;45.30;7609.91;0.00056;0.09408;1.71716;288.48288;152.20
0;6499;1424;2000;0.99;1972.40;0.0129;25.8;0.01286;25.72;39.45
0;6500;5;4;35.00;140.00;2;8;2;8;2.80
0;6501;181;1560;1.87;2914.39;0.035;54.6;0.0426;66.456;58.29
0;6501;463;4000;0.68;2702.40;0.007;28;0.009;36;54.05
0;6502;180;5000;0.35;1738.50;0.00463;23.15;0.00503;25.15;34.77
0;6502;621;3600;1.25;4497.48;0.0087;31.32;0.0103;37.08;89.95
0;6503;184;150;1.10;165.71;0.032;4.8;0.038;5.7;3.31
0;6503;185;150;1.10;165.71;0.032;4.8;0.0386;5.79;3.31
0;6503;499;216;27.56;5953.69;0.771;166.536;0.771;166.536;119.07
0;6504;667;24000;0.25;6084.00;0;0;0;0;121.68
0;6504;665;9900;0.54;5362.83;0.00017;1.683;0.00017;1.683;107.26
0;6504;723;3500;0.39;1368.15;0;0;0;0;27.36
0;6505;1330;255;7.87;2006.47;0.1134;28.917;0.1134;28.917;40.13
0;6505;1427;1200;0.99;1183.44;0.0238;28.56;0.02374;28.488;23.67
0;6505;1350;1152;8.89;10237.36;0.048;55.296;0.448;516.096;204.75
0;6506;1302;1050;18.12;19022.64;50.066;52569.3;50.066;52569.3;380.45
0;6507;1305;15;90.00;1350.00;1000;15000;1000;15000;27.00
0;6507;1306;1;198.00;198.00;1000;1000;1000;1000;3.96
0;6507;1307;1;350.00;350.00;1000;1000;1000;1000;7.00
0;6508;5;16;35.00;560.00;2;32;2;32;11.20
0;6509;677;49;1.06;51.94;1;49;2;98;1.04
0;6509;668;49;3.27;160.23;1;49;2;98;3.20
0;6509;678;2;26.49;52.98;1;2;2;4;1.06
0;6511;349;2;46.00;92.00;1;2;1;2;1.84
0;6511;717;6;2400.00;14400.00;1;6;2;12;288.00
0;6512;5;8;35.00;280.00;2;16;2;16;5.60
0;6513;5;21;35.00;735.00;2;42;2;42;14.70
0;6514;665;12150;0.54;6581.66;0.00017;2.0655;0.00017;2.0655;131.63
0;6515;677;27;1.06;28.62;1;27;2;54;0.57
0;6515;668;27;3.27;88.29;1;27;2;54;1.77
0;6515;678;1;26.49;26.49;1;1;2;2;0.53
0;6516;499;144;27.56;3969.13;0.771;111.024;0.771;111.024;79.38
0;6516;1428;312;28.02;8742.12;0.79;246.48;0.79;246.48;174.84
0;6517;1191;1248;33.65;41991.96;0.96;1198.08;0.96;1198.08;839.84
0;6518;187;46;5.40;248.52;0.0795;3.657;1.0795;49.657;4.97
0;6518;188;46;5.40;248.52;0.0795;3.657;0.0795;3.657;4.97
0;6519;1011;112;45.30;5073.28;0.00056;0.06272;1.71716;192.32192;101.47
0;6520;76;1020;3.86;3936.08;1.02626;1046.7852;1.02626;1046.7852;78.72
0;6520;115;1020;3.86;3936.08;1.02626;1046.7852;1.02626;1046.7852;78.72
0;6520;37;1485;7.21;10711.90;0.29679;440.73315;0.29679;440.73315;214.24
0;6520;39;1980;10.25;20303.71;0.27679;548.0442;0.27679;548.0442;406.07
0;6520;477;880;3.08;2713.22;1.015;893.2;2.019;1776.72;54.26
0;6520;483;660;3.08;2034.91;1.015;669.9;2.019;1332.54;40.70
0;6521;349;2;46.00;92.00;1;2;1;2;1.84
0;6522;5;8;30.00;240.00;2;16;2;16;4.80
0;6522;394;4;50.00;200.00;1;4;1;4;4.00
0;6523;1376;14;200.00;2800.00;1;14;1;14;56.00
0;6524;5;15;30.00;450.00;2;30;2;30;9.00
0;6524;394;4;50.00;200.00;1;4;1;4;4.00
0;6525;1376;7;200.00;1400.00;1;7;1;7;28.00
0;6527;717;4;2400.00;9600.00;1;4;2;8;192.00
0;6527;755;2;2343.60;4687.20;0;0;0;0;93.74
0;6528;1374;26;1500.00;39000.00;1;26;1;26;780.00
0;6530;1416;194;12.37;2400.38;0.089;17.266;0.089;17.266;48.01
0;6532;5;3;35.00;105.00;2;6;2;6;2.10
0;6533;1013;324;31.95;10350.93;4.00041;1296.13284;5.28371;1711.92204;207.02
0;6534;37;3465;7.21;24994.43;0.29679;1028.37735;0.29679;1028.37735;499.89
0;6534;39;3465;10.25;35531.50;0.27679;959.07735;0.27679;959.07735;710.63
0;6535;1376;14;200.00;2800.00;1;14;1;14;56.00
0;6536;76;1275;3.86;4920.10;1.02626;1308.4815;1.02626;1308.4815;98.40
0;6536;115;1275;3.86;4920.10;1.02626;1308.4815;1.02626;1308.4815;98.40
0;6537;5;10;30.00;300.00;2;20;2;20;6.00
0;6537;394;2;50.00;100.00;1;2;1;2;2.00
0;6538;1302;2100;18.12;38045.28;50.066;105138.6;50.066;105138.6;760.91
0;6539;1305;30;90.00;2700.00;1000;30000;1000;30000;54.00
0;6539;1306;2;198.00;396.00;1000;2000;1000;2000;7.92
0;6539;1307;2;350.00;700.00;1000;2000;1000;2000;14.00
0;6540;255;160;5.42;866.54;0.1185;18.96;0.1497;23.952;17.33
0;6540;321;160;5.42;866.54;0.1185;18.96;0.1497;23.952;17.33
0;6540;187;276;5.40;1491.09;0.0795;21.942;1.0795;297.942;29.82
0;6540;188;230;5.40;1242.58;0.0795;18.285;0.0795;18.285;24.85
0;6541;349;21;46.00;966.00;1;21;1;21;19.32
0;6543;1416;360;12.37;4454.32;0.089;32.04;0.089;32.04;89.09
0;6544;5;5;35.00;175.00;2;10;2;10;3.50
0;6545;1465;2340;37.55;87856.00;0.468;1095.12;0.46792;1094.9328;1757.12
0;6546;183;1000;0.56;563.50;0.007;7;0.00786;7.86;11.27
0;6546;211;960;1.59;1526.78;0.0115;11.04;0.01234;11.8464;30.54
0;6546;464;4000;0.85;3380.40;0.007;28;0.0075;30;67.61
0;6546;1419;1050;1.32;1381.28;0.0093;9.765;0.01215;12.7575;27.63
0;6546;1429;3150;1.46;4611.60;0.024;75.6;0.024;75.6;92.23
0;6546;1418;2100;3.52;7390.32;0.0474;99.54;0.44731;939.351;147.81
0;6547;1421;2415;8.45;20414.72;0.0497;120.0255;0.0497;120.0255;408.29
0;6547;1424;3000;0.99;2958.60;0.0129;38.7;0.01286;38.58;59.17
0;6548;1290;750;8.63;6469.13;0.19;142.5;0.1843;138.225;129.38
0;6548;1427;2160;0.99;2130.19;0.0238;51.408;0.02374;51.2784;42.60
0;6549;5;180;35.00;6300.00;2;360;2;360;126.00
0;6550;5;36;35.00;1260.00;2;72;2;72;25.20
0;6551;5;29;35.00;1015.00;2;58;2;58;20.30
0;6552;5;34;35.00;1190.00;2;68;2;68;23.80
0;6554;873;920;11.11;10221.75;1.06702;981.6584;1.09007;1002.8644;204.44
0;6554;1416;360;12.37;4454.32;0.089;32.04;0.089;32.04;89.09
0;6555;1290;750;8.63;6469.13;0.19;142.5;0.1843;138.225;129.38
0;6555;1416;360;12.37;4454.32;0.089;32.04;0.089;32.04;89.09
0;6556;5;30;35.00;1050.00;2;60;2;60;21.00
0;6557;5;28;35.00;980.00;2;56;2;56;19.60
0;6558;499;432;27.56;11907.39;0.771;333.072;0.771;333.072;238.15
0;6558;1428;156;28.02;4371.06;0.79;123.24;0.79;123.24;87.42
0;6560;717;12;2400.00;28800.00;1;12;2;24;576.00
0;6560;755;1;2343.60;2343.60;0;0;0;0;46.87
0;6561;1191;1200;33.65;40376.88;0.96;1152;0.96;1152;807.54
0;6562;1374;25;1500.00;37500.00;1;25;1;25;750.00
0;6563;1191;1152;33.65;38761.80;0.96;1105.92;0.96;1105.92;775.24
0;6564;1374;24;1500.00;36000.00;1;24;1;24;720.00
0;6566;170;4400;1.27;5600.32;0.01836;80.784;0.01836;80.784;112.01
0;6566;41;495;7.24;3581.87;0.29679;146.91105;0.29679;146.91105;71.64
0;6566;42;495;10.27;5085.58;0.27579;136.51605;0.27579;136.51605;101.71
0;6566;37;2970;7.21;21423.80;0.29679;881.4663;0.29679;881.4663;428.48
0;6566;39;2970;10.25;30455.57;0.27679;822.0663;0.27679;822.0663;609.11
0;6566;477;1100;3.08;3391.52;1.015;1116.5;2.019;2220.9;67.83
0;6566;483;1320;3.08;4069.82;1.015;1339.8;2.019;2665.08;81.40
0;6567;5;31;30.00;930.00;2;62;2;62;18.60
0;6567;394;3;50.00;150.00;1;3;1;3;3.00
0;6568;1376;14;200.00;2800.00;1;14;1;14;56.00
0;6569;1302;1050;18.12;19022.64;50.066;52569.3;50.066;52569.3;380.45
0;6570;1416;1296;12.37;16035.54;0.089;115.344;0.089;115.344;320.71
0;6571;5;18;35.00;630.00;2;36;2;36;12.60
0;6572;1305;15;90.00;1350.00;1000;15000;1000;15000;27.00
0;6572;1306;1;198.00;198.00;1000;1000;1000;1000;3.96
0;6572;1307;1;350.00;350.00;1000;1000;1000;1000;7.00
0;6573;1487;540;5.67;3062.45;3;1620;3;1620;61.25
0;6573;1488;540;5.67;3062.45;3;1620;3;1620;61.25
0;6574;1530;20;30.29;605.80;10000;200000;10000;200000;12.12
0;6575;1528;5;16.98;84.88;1;5;1;5;1.70
0;6576;75;1275;3.86;4920.10;1.02626;1308.4815;1.02626;1308.4815;98.40
0;6576;71;1275;3.86;4920.10;1.02626;1308.4815;1.02626;1308.4815;98.40
0;6576;170;4400;1.27;5600.32;0.01836;80.784;0.01836;80.784;112.01
0;6576;37;495;7.21;3570.63;0.29679;146.91105;0.29679;146.91105;71.41
0;6576;39;495;10.25;5075.93;0.27679;137.01105;0.27679;137.01105;101.52
0;6576;477;440;3.08;1356.61;1.015;446.6;2.019;888.36;27.13
0;6576;483;440;3.08;1356.61;1.015;446.6;2.019;888.36;27.13
0;6576;492;560;10.06;5631.02;1.05616;591.4496;1.05616;591.4496;112.62
0;6576;495;700;10.06;7038.78;1.05806;740.642;1.05806;740.642;140.78
0;6577;5;43;30.00;1290.00;2;86;2;86;25.80
0;6577;394;6;50.00;300.00;1;6;1;6;6.00
0;6578;1376;2;200.00;400.00;1;2;1;2;8.00
0;6579;664;20000;0.25;4930.00;0;0;0;0;98.60
0;6579;723;10093;0.39;3945.35;0;0;0;0;78.91
0;6579;667;16200;0.25;4106.70;0;0;0;0;82.13
0;6579;667;32000;0.25;8112.00;0;0;0;0;162.24
0;6579;667;38200;0.25;9683.70;0;0;0;0;193.67
0;6580;677;104;1.06;110.24;1;104;2;208;2.20
0;6580;668;104;3.27;340.08;1;104;2;208;6.80
0;6580;678;2;26.49;52.98;1;2;2;4;1.06
0;6582;873;280;11.11;3110.97;1.06702;298.7656;1.09007;305.2196;62.22
0;6582;1350;1152;8.89;10237.36;0.048;55.296;0.448;516.096;204.75
0;6582;1427;240;0.99;236.69;0.0238;5.712;0.02374;5.6976;4.73
0;6583;5;14;35.00;490.00;2;28;2;28;9.80
0;6584;1416;1080;12.37;13362.95;0.089;96.12;0.089;96.12;267.26
0;6585;5;15;35.00;525.00;2;30;2;30;10.50
0;6586;247;576;14.14;8144.64;0.308;177.408;0.308;177.408;162.89
0;6586;248;1250;3.55;4437.50;0.065;81.25;0.065;81.25;88.75
0;6586;246;1078;7.38;7955.64;0.144;155.232;0.144;155.232;159.11
0;6587;255;320;5.42;1733.09;0.1185;37.92;0.1497;47.904;34.66
0;6587;321;320;5.42;1733.09;0.1185;37.92;0.1497;47.904;34.66
0;6587;187;184;5.40;994.06;0.0795;14.628;1.0795;198.628;19.88
0;6587;188;184;5.40;994.06;0.0795;14.628;0.0795;14.628;19.88
0;6587;499;144;27.56;3969.13;0.771;111.024;0.771;111.024;79.38
0;6587;1428;156;28.02;4371.06;0.79;123.24;0.79;123.24;87.42
0;6588;349;28;46.00;1288.00;1;28;1;28;25.76
0;6588;717;4;2400.00;9600.00;1;4;2;8;192.00
0;6588;755;1;2343.60;2343.60;0;0;0;0;46.87
0;6589;255;320;5.42;1733.09;0.1185;37.92;0.1497;47.904;34.66
0;6589;321;320;5.42;1733.09;0.1185;37.92;0.1497;47.904;34.66
0;6589;187;138;5.40;745.55;0.0795;10.971;1.0795;148.971;14.91
0;6589;188;184;5.40;994.06;0.0795;14.628;0.0795;14.628;19.88
0;6589;499;144;27.56;3969.13;0.771;111.024;0.771;111.024;79.38
0;6589;1428;156;28.02;4371.06;0.79;123.24;0.79;123.24;87.42
0;6590;1391;1000;4.35;4348.40;0.058;58;0.058;58;86.97
0;6590;1395;1000;4.35;4348.40;0.058;58;0.058;58;86.97
0;6591;349;27;46.00;1242.00;1;27;1;27;24.84
0;6591;717;4;2400.00;9600.00;1;4;2;8;192.00
0;6591;755;1;2343.60;2343.60;0;0;0;0;46.87
0;6592;5;14;150.00;2100.00;2;28;2;28;42.00
0;6592;394;2;50.00;100.00;1;2;1;2;2.00
0;6593;1013;324;31.95;10350.93;4.00041;1296.13284;5.28371;1711.92204;207.02
0;6593;1030;552;18.74;10343.60;0.145;80.04;1.2283;678.0216;206.87
0;6594;1391;1136;4.35;4939.78;0.058;65.888;0.058;65.888;98.80
0;6594;1395;1136;4.35;4939.78;0.058;65.888;0.058;65.888;98.80
0;6595;5;16;150.00;2400.00;2;32;2;32;48.00
0;6595;394;2;50.00;100.00;1;2;1;2;2.00
0;6596;255;320;5.42;1733.09;0.1185;37.92;0.1497;47.904;34.66
0;6596;321;320;5.42;1733.09;0.1185;37.92;0.1497;47.904;34.66
0;6596;187;138;5.40;745.55;0.0795;10.971;1.0795;148.971;14.91
0;6596;188;184;5.40;994.06;0.0795;14.628;0.0795;14.628;19.88
0;6597;499;180;27.56;4961.41;0.771;138.78;0.771;138.78;99.23
0;6597;1428;156;28.02;4371.06;0.79;123.24;0.79;123.24;87.42
0;6598;717;5;2400.00;12000.00;1;5;2;10;240.00
0;6598;755;1;2343.60;2343.60;0;0;0;0;46.87
0;6599;349;27;46.00;1242.00;1;27;1;27;24.84
0;6600;181;480;1.87;896.74;0.035;16.8;0.0426;20.448;17.93
0;6600;621;1800;1.25;2248.74;0.0087;15.66;0.0103;18.54;44.97
0;6600;463;1000;0.68;675.60;0.007;7;0.009;9;13.51
0;6601;5;9;35.00;315.00;2;18;2;18;6.30
0;6602;1416;1800;12.37;22271.58;0.089;160.2;0.089;160.2;445.43
0;6602;1427;960;0.99;946.75;0.0238;22.848;0.02374;22.7904;18.94
0;6603;5;29;35.00;1015.00;2;58;2;58;20.30
0;6605;76;2040;3.86;7872.16;1.02626;2093.5704;1.02626;2093.5704;157.44
0;6605;115;2040;3.86;7872.16;1.02626;2093.5704;1.02626;2093.5704;157.44
0;6605;37;1485;7.21;10711.90;0.29679;440.73315;0.29679;440.73315;214.24
0;6605;39;1485;10.25;15227.78;0.27679;411.03315;0.27679;411.03315;304.56
0;6606;5;16;30.00;480.00;2;32;2;32;9.60
0;6606;394;2;50.00;100.00;1;2;1;2;2.00
0;6607;1376;6;200.00;1200.00;1;6;1;6;24.00
0;6608;171;2420;1.27;3080.18;0.01836;44.4312;0.01836;44.4312;61.60
0;6609;5;11;30.00;330.00;2;22;2;22;6.60
0;6609;394;1;50.00;50.00;1;1;1;1;1.00
0;6610;667;32400;0.25;8213.40;0;0;0;0;164.27
0;6611;677;27;1.06;28.62;1;27;2;54;0.57
0;6611;668;27;3.27;88.29;1;27;2;54;1.77
0;6611;678;1;26.49;26.49;1;1;2;2;0.53
0;6612;75;3825;3.86;14760.29;1.02626;3925.4445;1.02626;3925.4445;295.21
0;6612;71;3825;3.86;14760.29;1.02626;3925.4445;1.02626;3925.4445;295.21
0;6612;41;2475;7.24;17909.35;0.29679;734.55525;0.29679;734.55525;358.19
0;6612;42;2475;10.27;25427.90;0.27579;682.58025;0.27579;682.58025;508.56
0;6612;486;980;9.47;9283.44;1.05616;1035.0368;1.05616;1035.0368;185.67
0;6612;492;840;10.06;8446.54;1.05616;887.1744;1.05616;887.1744;168.93
0;6612;495;140;10.06;1407.76;1.05806;148.1284;1.05806;148.1284;28.16
0;6613;1191;1248;33.65;41991.96;0.96;1198.08;0.96;1198.08;839.84
0;6614;5;44;30.00;1320.00;2;88;2;88;26.40
0;6614;394;4;50.00;200.00;1;4;1;4;4.00
0;6615;1376;10;200.00;2000.00;1;10;1;10;40.00
0;6616;1302;4200;18.12;76090.56;50.066;210277.2;50.066;210277.2;1521.81
0;6617;1374;26;1500.00;39000.00;1;26;1;26;780.00
0;6618;1305;60;90.00;5400.00;1000;60000;1000;60000;108.00
0;6618;1306;3;198.00;594.00;1000;3000;1000;3000;11.88
0;6618;1307;3;350.00;1050.00;1000;3000;1000;3000;21.00
0;6619;1305;60;90.00;5400.00;1000;60000;1000;60000;108.00
0;6619;1306;4;198.00;792.00;1000;4000;1000;4000;15.84
0;6619;1307;4;350.00;1400.00;1000;4000;1000;4000;28.00
0;6620;465;1188;14.42;17127.51;0.1034;122.8392;0.1034;122.8392;342.55
0;6622;5;18;35.00;630.00;2;36;2;36;12.60
0;6623;184;150;1.10;165.71;0.032;4.8;0.038;5.7;3.31
0;6623;185;150;1.10;165.71;0.032;4.8;0.0386;5.79;3.31
0;6623;189;90;4.37;393.32;0.068;6.12;1.068;96.12;7.87
0;6623;190;90;4.37;393.32;0.082;7.38;1.082;97.38;7.87
0;6624;349;8;46.00;368.00;1;8;1;8;7.36
0;6625;75;1275;3.86;4920.10;1.02626;1308.4815;1.02626;1308.4815;98.40
0;6625;71;1020;3.86;3936.08;1.02626;1046.7852;1.02626;1046.7852;78.72
0;6625;171;4400;1.27;5600.32;0.01836;80.784;0.01836;80.784;112.01
0;6625;41;1980;7.24;14327.48;0.29679;587.6442;0.29679;587.6442;286.55
0;6625;42;1980;10.27;20342.32;0.27579;546.0642;0.27579;546.0642;406.85
0;6626;5;29;30.00;870.00;2;58;2;58;17.40
0;6626;394;3;50.00;150.00;1;3;1;3;3.00
0;6627;1376;8;200.00;1600.00;1;8;1;8;32.00
0;6628;465;792;14.42;11418.34;0.1034;81.8928;0.1034;81.8928;228.37
0;6629;874;120;8.13;975.37;1.04305;125.166;1.05839;127.0068;19.51
0;6629;1419;1050;1.32;1381.28;0.0093;9.765;0.01215;12.7575;27.63
0;6629;1429;2730;1.46;3996.72;0.024;65.52;0.024;65.52;79.93
0;6629;1427;2160;0.99;2130.19;0.0238;51.408;0.02374;51.2784;42.60
0;6629;1424;2500;0.99;2465.50;0.0129;32.25;0.01286;32.15;49.31
0;6630;467;1224;7.01;8581.22;0.0725;88.74;0.09895;121.1148;171.62
0;6631;1416;2376;12.37;29398.49;0.089;211.464;0.089;211.464;587.97
0;6632;1465;390;37.55;14642.67;0.468;182.52;0.46792;182.4888;292.85
0;6633;182;600;2.43;1458.36;0.0583;34.98;0.0663;39.78;29.17
0;6633;1421;1575;8.45;13313.95;0.0497;78.2775;0.0497;78.2775;266.28
0;6633;1418;2100;3.52;7390.32;0.0474;99.54;0.44731;939.351;147.81
0;6634;5;12;35.00;420.00;2;24;2;24;8.40
0;6635;5;32;35.00;1120.00;2;64;2;64;22.40
0;6636;5;34;35.00;1190.00;2;68;2;68;23.80
0;6637;5;33;35.00;1155.00;2;66;2;66;23.10
0;6638;5;30;35.00;1050.00;2;60;2;60;21.00
0;6639;5;34;35.00;1190.00;2;68;2;68;23.80
0;6640;1487;540;5.67;3062.45;3;1620;3;1620;61.25
0;6640;1488;540;5.67;3062.45;3;1620;3;1620;61.25
0;6641;1530;20;30.29;605.80;10000;200000;10000;200000;12.12
0;6642;1477;20;3.82;76.45;0;0;0;0;1.53
0;6642;1478;20;3.82;76.45;0;0;0;0;1.53
0;6643;1531;2;46.00;92.00;1000;2000;1000;2000;1.84
0;6644;717;12;2400.00;28800.00;1;12;2;24;576.00
0;6644;1531;2;46.00;92.00;1000;2000;1000;2000;1.84
0;6645;499;432;27.56;11907.39;0.771;333.072;0.771;333.072;238.15
0;6645;1476;100;5.17;517.19;0.064;6.4;0.128;12.8;10.34
0;6645;1475;100;5.17;517.19;0.064;6.4;0.128;12.8;10.34
0;6646;181;240;1.87;448.37;0.035;8.4;0.0426;10.224;8.97
0;6646;621;600;1.25;749.58;0.0087;5.22;0.0103;6.18;14.99
0;6647;5;3;35.00;105.00;2;6;2;6;2.10
0;6649;171;660;1.27;840.05;0.01836;12.1176;0.01836;12.1176;16.80
0;6650;5;3;30.00;90.00;2;6;2;6;1.80
0;6650;394;1;50.00;50.00;1;1;1;1;1.00
0;6652;171;660;1.27;840.05;0.01836;12.1176;0.01836;12.1176;16.80
